IdEvaluacion;FechaEvaluacion;IdJugador;IdPosicion;PesoBrutoKg;TallaCorporalCm;TallaSentadoCM;DiametroBiacromial;DiametroToraxTransverso;DiametroToraxAnteroPosterior;DiametroBi-iliocrestideo;DiametroHumeralBiepicondilar;DiametroFemoralBiepicondilar;PerimetroCabeza;PerimetroBrazoRelajado;PerimetroBrazoFlexionadoEnTension;PerimetroAntebrazoMaximo;PerimetroToraxMesoesternal;PerimetroCinturaMinima;PerimetroCaderaMaximo;PerimetroMusloMaximo;PerimetroMusloMedial;PerimetroPantorrillaMaxima;PlieguesTriceps;PlieguesSubescapular;PlieguesSupraespinal;PlieguesAbdominal;PlieguesMusloMedial;PlieguesPantorrilla;Bicipital;Supracrestideo;Sumatoria 6 pliegues;Sumatoria 8 pliegues;MasaPielKg;MasaPielPer;MasaAdiposaKg;MasaAdiposaPer;MasaMuscularKg;MasaMuscularPer;MasaResidualKg;MasaResidualPer;MasaOseaKg;MasaOseaPer;IMO;IAM;ObjetivoGeneral;ObjetivoEspecifico;Comentarios;;
396;05/04/2024;280;18;77;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;32;35.2;26.7;97.4;78.6;101.4;60.3;59.9;36.8;8.8;10;10.8;14.6;7.2;4.4;;;55.8;;4.00;0.052;16.79;0.217;39.48;0.510;8.47;0.109;8.69;0.112;4.54;0.43;Disminuir Masa Adiposa;2000;Se debe disminuir el porcentaje de tejido adiposo. Se debe disminuir el t. adiposo en 4 Kg;;
397;24/01/2024;618;16;75.7;185.3;87.4;41.3;29.4;24.3;28.5;7.2;10.3;56.2;29.8;32.7;25.8;98.4;79.4;94.7;55;54.6;35.8;5;7.2;7.2;14.6;4.6;3.8;;;42.4;;4.13;0.054;16.23;0.213;37.55;0.493;9.28;0.122;9.02;0.118;4.16;0.43;;;;;
398;09/02/2024;618;16;76.1;185.3;87.4;41.3;29.4;24.3;28.5;7.2;10.3;56.2;30;33.1;26.4;98.4;78.5;95.7;55.7;55.4;36.4;4.6;7.2;7.2;12.2;4.4;3.6;;;39.2;;4.13;0.054;15.59;0.203;38.65;0.504;9.26;0.121;9.02;0.118;4.28;0.40;;;;;
399;07/03/2024;618;16;75;185.3;87.4;41.3;29.4;24.3;28.5;7.2;10.3;56.2;30.3;33.2;26.4;100.4;79.5;96.6;56.4;55.4;36.4;4.4;6.8;7.2;10.8;4;2.8;;;36;;4.13;0.053;14.96;0.192;40.31;0.517;9.49;0.122;9.02;0.116;4.47;0.37;;;;;
400;05/04/2024;618;16;76.4;185.3;87.4;41.3;29.4;24.3;28.5;7.2;10.3;56.2;30.2;33.6;26.3;99.6;78.2;95.6;56;55.4;36.2;4.4;6.6;7.2;10;4.4;3.2;;;35.8;;4.13;0.054;14.92;0.194;39.47;0.514;9.32;0.121;9.02;0.117;4.38;0.38;Aumentar Masa Muscular;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final +2 Kg M.Muscular y -2 Kg t. adiposo.;;
401;03/01/2024;317;18;80.4;181.1;95.2;44.3;30.7;21.6;30.6;7.3;10.3;56.8;31.2;34.1;27.6;99;80.7;100.8;60.8;57.7;36.8;7.2;8.2;8.4;17.8;7.2;5.4;;;54.2;;4.13;0.050;17.58;0.211;41.14;0.495;9.52;0.115;10.76;0.129;3.82;0.43;;;;;
402;18/01/2024;317;18;80.4;181.1;95.2;44.3;30.7;21.6;30.6;7.3;10.3;56.8;30.6;34.4;27.6;100.9;79.7;100.6;60.9;58.9;37.1;7;8;8.8;12.8;6;5;;;47.6;;4.13;0.050;16.33;0.197;42.18;0.508;9.64;0.116;10.76;0.130;3.92;0.39;;;;;
403;20/02/2024;317;18;80.6;181.1;95.2;44.3;30.7;21.6;30.6;7.3;10.3;56.8;30.7;35.4;27.6;101.4;80.6;101.4;62.8;59.8;37.2;6.8;8;7.8;10.4;6.2;4.8;;;44;;4.13;0.049;15.64;0.187;43.36;0.517;9.96;0.119;10.76;0.128;4.03;0.36;;;;;
404;12/03/2024;317;18;80.9;181.1;95.2;44.3;30.7;21.6;30.6;7.3;10.3;56.8;30.5;35.3;27.5;101.3;81.4;100.6;62.3;59.3;36.9;7.2;8;8;11.2;6.4;5.4;;;46.2;;4.13;0.049;16.06;0.192;42.66;0.510;10.07;0.120;10.76;0.129;3.96;0.38;;;;;
405;05/04/2024;317;18;79.5;181.1;95.2;44.3;30.7;21.6;30.6;7.3;10.3;56.8;30.4;33.8;27.3;103.6;79.8;100.4;60.5;58.3;36.7;5.8;7.4;6;8.8;6;4;;;38;;4.13;0.050;14.50;0.176;43.19;0.524;9.90;0.120;10.76;0.130;4.01;0.34;Mantener Composición Corporal;0;El jugador mantiene una optima composición;;
406;02/01/2024;611;17;67.1;172;82.3;40.8;27.6;22.4;26;6.8;9.6;53.4;31.6;35.6;27.1;93.1;74.2;92.6;54.4;54.4;36.8;6;9.2;5.8;8;5.2;5.2;;;39.4;;3.73;0.055;12.99;0.192;35.55;0.524;7.85;0.116;7.71;0.114;4.61;0.37;;;;;
407;19/01/2024;611;17;69.6;172;82.3;40.8;27.6;22.4;26;6.8;9.6;53.4;32.3;36.7;27.3;95.8;75.6;92.9;55.6;55.4;37.6;6.2;6.8;5.4;6.6;5.2;3.2;;;33.4;;3.73;0.053;11.96;0.171;38.32;0.549;8.12;0.116;7.71;0.110;4.97;0.31;;;;;
408;16/02/2024;611;17;69;172;82.3;40.8;27.6;22.4;26;6.8;9.6;53.4;31.8;35.8;26.8;96.4;76.3;93.4;55.8;55.8;37.6;5.6;7;5.2;6.2;4.4;3.4;;;31.8;;3.73;0.054;11.68;0.168;38.37;0.550;8.24;0.118;7.71;0.111;4.98;0.30;;;;;
409;08/03/2024;611;17;69;172;82.3;40.8;27.6;22.4;26;6.8;9.6;53.4;31.6;35.8;26.5;94.9;75.9;94.4;55.4;55.4;37.4;5.2;5.6;5.2;6;4.2;3;;;29.2;;3.73;0.055;11.24;0.164;37.63;0.549;8.19;0.120;7.71;0.113;4.88;0.30;;;;;
410;05/04/2024;611;17;68.4;172;82.3;40.8;27.6;22.4;26;6.8;9.6;53.4;31.2;35.3;26.8;96.2;76.4;93.8;55.7;55.8;37.2;5;6.6;4;4.6;4.6;3;;;27.8;;3.73;0.054;11.00;0.160;38.00;0.553;8.33;0.121;7.71;0.112;4.93;0.29;Mantener Composición Corporal;0;El jugador mantiene una optima composición;;
411;02/02/2024;6;1;76.3;181;85;39.8;28.9;22.4;25.6;6.9;9.8;56.5;32;34.7;27.7;96.6;79.8;96.6;59.6;58.4;37.4;8.6;7.4;10.2;15.8;11;6.6;;;59.6;;3.97;0.051;18.59;0.238;39.42;0.504;8.72;0.111;7.51;0.096;5.25;0.47;;;;;
412;23/02/2024;6;1;76.3;182;85;39.8;28.9;22.4;25.6;6.9;9.8;56.5;32.3;34.3;28;97;78.2;97;59;58.3;37.3;7.6;7;9.6;12.8;9;4.4;;;50.4;;3.97;0.051;17.06;0.220;40.40;0.521;8.61;0.111;7.46;0.096;5.42;0.42;;;;;
413;08/03/2024;6;1;75.4;182;85;39.8;28.9;22.4;25.6;6.9;9.8;56.5;31.7;34.3;28;97;78.2;97.2;59.2;58.3;37.6;7.4;7;9.4;12.6;9;4.6;;;50;;3.97;0.051;16.99;0.219;40.35;0.521;8.62;0.111;7.46;0.096;5.41;0.42;;;;;
414;02/04/2024;6;1;71.8;182;85;39.8;28.9;22.4;25.6;6.9;9.8;56.5;31.4;33.4;27.5;96.4;75.4;94.8;57.9;56.2;36.8;5;6.2;8.2;10.4;7.6;4.8;;;42.2;;3.97;0.053;15.49;0.208;39.40;0.528;8.29;0.111;7.46;0.100;5.28;0.39;Disminuir Masa Adiposa;1000;Se debe disminuir el porcentaje de tejido adiposo. Obj Final -4 Kg;;
415;03/01/2024;312;17;80.6;173.6;95;40;31.7;21.1;29.3;7.2;10.1;59.5;32.2;34.8;28.4;103.2;85.7;100.8;59.3;59.6;38.9;8;9;8.4;10.2;10;5.8;;;51.4;;4.01;0.049;15.39;0.187;42.50;0.515;11.06;0.134;9.54;0.116;4.45;0.36;;;;;
416;19/01/2024;312;17;81.7;173.6;95;40;31.7;21.1;29.3;7.2;10.1;59.5;32.4;34.8;28.2;103.7;85.1;100.6;60.6;60.1;39.6;6.8;7.6;6.8;9.4;9;5.6;;;45.2;;4.01;0.048;14.31;0.173;44.01;0.531;10.99;0.133;9.54;0.115;4.61;0.33;;;;;
417;09/02/2024;312;17;80.1;173.6;95;40;31.7;21.1;29.3;7.2;10.1;59.5;32;34.7;28.3;102.8;83;101.1;59.5;59;39.3;6.6;6.8;6;8.8;8.6;5.2;;;42;;4.01;0.049;13.75;0.170;43.18;0.532;10.62;0.131;9.54;0.118;4.53;0.32;;;;;
418;08/03/2024;312;17;80;173.6;95;40;31.7;21.1;29.3;7.2;10.1;59.5;32.8;34.4;28.3;101.6;84.1;100.9;60;59.4;39;6;6.4;5.4;6.3;7.6;4.3;;;36;;4.01;0.050;12.70;0.157;43.47;0.539;10.98;0.136;9.54;0.118;4.56;0.29;;;;;
419;05/04/2024;312;17;79.6;173.6;95;40;31.7;21.1;29.3;7.2;10.1;59.5;32;34.4;28.1;102;82.8;100.4;58.7;58.2;38.9;5.8;6.4;5.4;6.4;7.8;5.2;;;37;;4.01;0.050;12.87;0.162;42.53;0.534;10.72;0.135;9.54;0.120;4.46;0.30;Mantener Composición Corporal;0;El jugador mantiene una optima composición;;
420;02/01/2024;274;1;80.7;188.6;101.2;43.1;29.6;20.8;30.4;6.85;10.4;56.5;33.1;35.8;27.2;100.2;81.8;99.9;58;57.4;36.6;8.8;8;6.6;7.6;8.2;4.4;;;43.6;;4.27;0.052;17.21;0.208;41.18;0.498;10.19;0.123;9.89;0.120;4.16;0.42;;;;;
421;19/01/2024;274;1;81.1;188.6;101.2;43.1;29.6;20.8;30.4;6.85;10.4;56.5;33.2;36;27.3;99.7;81.5;100.1;59.4;58.5;36.1;8.2;7.8;6;6.2;7;4.2;;;39.4;;4.27;0.052;16.34;0.198;41.80;0.507;10.22;0.124;9.89;0.120;4.23;0.39;;;;;
422;09/02/2024;274;1;80.3;188.6;101.2;43.1;29.6;20.8;30.4;6.85;10.4;56.5;32.6;36.4;27.3;100.3;80.4;100.1;59;58.2;36.3;8.2;7.8;5.4;6.4;6.4;5;;;39.2;;4.27;0.052;16.30;0.198;41.68;0.508;9.97;0.121;9.89;0.120;4.21;0.39;;;;;
423;07/03/2024;274;1;80.9;188.6;101.2;43.1;29.6;20.8;30.4;6.85;10.4;56.5;32.5;36.7;27.4;99.7;81.4;101;59.4;58.6;36.4;7;7.6;5.4;6.4;6;4;;;36.4;;4.27;0.052;15.72;0.191;42.05;0.512;10.19;0.124;9.89;0.120;4.25;0.37;;;;;
424;05/04/2024;274;1;80.2;188.6;101.2;43.1;29.6;20.8;30.4;6.85;10.4;56.5;32.3;36.6;27.4;100.6;81.2;100.6;58.7;58.6;36.1;6.6;7.2;4.8;5.8;6.6;4.4;;;35.4;;4.27;0.052;15.51;0.190;41.88;0.512;10.18;0.125;9.89;0.121;4.23;0.37;Aumentar Masa Muscular;2000;El porcentaje de tejido adiposo puede elevarse como consecuencia de una masa muscular dimisnuída en relación al peso corporal total. ;;
425;06/02/2024;275;16;74.2;176.2;93.6;40.25;29.5;19.6;26.7;6.8;9.7;56.3;29.9;32.2;26.9;96.2;75.2;96.4;57.5;56.8;37.6;6;9;9.2;9.4;10.2;6;;;49.8;;3.90;0.053;15.66;0.214;37.20;0.509;8.31;0.114;8.02;0.110;4.64;0.42;;;;;
426;23/02/2024;275;16;72.6;176.2;93.6;40.25;29.5;19.6;26.7;6.8;9.7;56.3;29.9;32.4;26.9;97.2;73.2;96.6;57.6;57;37.4;5.8;8;8;7.2;9.6;5.4;;;44;;3.90;0.054;14.62;0.202;37.90;0.523;8.06;0.111;8.02;0.111;4.73;0.39;;;;;
427;08/03/2024;275;16;73.1;176.2;93.6;40.25;29.5;19.6;26.7;6.8;9.7;56.3;29.7;32.6;27.2;96.4;73.6;97.2;57.6;56.8;37.4;5.6;8.2;7.8;7;8.6;5;;;42.2;;3.90;0.054;14.29;0.198;37.79;0.524;8.15;0.113;8.02;0.111;4.71;0.38;;;;;
428;02/04/2024;275;16;72.5;176.2;93.6;40.25;29.5;19.6;26.7;6.8;9.7;56.3;29.3;32.5;26.8;96.5;73.8;95.6;57;56.7;37.3;5.2;8.4;7.4;7;8.4;5;;;41.4;;3.90;0.054;14.15;0.198;37.25;0.521;8.18;0.114;8.02;0.112;4.65;0.38;Disminuir Masa Adiposa;1000;Se debe disminuir el porcentaje de t. adiposo. Obj final -2 Kg t. adiposo;;
