IdEvaluacion;FechaEvaluacion;IdJugador;IdPosicion;PesoBrutoKg;TallaCorporalCm;TallaSentadoCM;DiametroBiacromial;DiametroToraxTransverso;DiametroToraxAnteroPosterior;DiametroBi-iliocrestideo;DiametroHumeralBiepicondilar;DiametroFemoralBiepicondilar;PerimetroCabeza;PerimetroBrazoRelajado;PerimetroBrazoFlexionadoEnTension;PerimetroAntebrazoMaximo;PerimetroToraxMesoesternal;PerimetroCinturaMinima;PerimetroCaderaMaximo;PerimetroMusloMaximo;PerimetroMusloMedial;PerimetroPantorrillaMaxima;PlieguesTriceps;PlieguesSubescapular;PlieguesSupraespinal;PlieguesAbdominal;PlieguesMusloMedial;PlieguesPantorrilla;Bicipital;Supracrestideo;Sumatoria 6 pliegues;Sumatoria 8 pliegues;MasaPielKg;MasaPielPer;MasaAdiposaKg;MasaAdiposaPer;MasaMuscularKg;MasaMuscularPer;MasaResidualKg;MasaResidualPer;MasaOseaKg;MasaOseaPer;IMO;IAM;ObjetivoGeneral;ObjetivoEspecifico;Comentarios;;
143;19/07/2023;278;17;58.4;168.8;87.7;40.4;27.4;20.3;26.3;6.5;9.4;53.9;28.5;31.2;24.8;89.8;69.6;89.8;49.7;49.3;33.6;9;8.6;5.8;7.6;9.6;5.4;;;46;;3.47;0.058;13.49;0.226;28.02;0.470;7.04;0.118;7.58;0.127;3.70;0.48;;;;;
144;16/08/2023;278;17;60.1;168.8;87.7;40.4;27.4;20.3;26.3;6.5;9.4;53.9;28.5;31.2;25.4;89.8;70.4;89.6;52;51;34.4;8.6;8.4;7;10;9.2;5.2;;;48.4;;3.47;0.056;13.89;0.226;29.60;0.481;7.04;0.114;7.58;0.123;3.90;0.47;;;;;
145;27/09/2023;278;17;59.2;168.8;87.7;40.4;27.4;20.3;26.3;6.5;9.4;53.9;28;30.4;25.3;89.2;70.4;90;52.4;51.4;34.3;8;8.6;6;7.8;8.6;5.2;;;44.2;;3.47;0.057;13.19;0.217;29.37;0.483;7.16;0.118;7.58;0.125;3.87;0.45;;;;;
146;19/10/2023;278;17;59.3;168.8;87.7;40.4;27.4;20.3;26.3;6.5;9.4;53.9;28.3;29.9;25.4;90.4;70.5;89.8;51.8;51.7;34.3;7.8;8.8;7.4;9.2;9.8;5.2;;;48.2;;3.47;0.056;13.85;0.225;29.61;0.481;7.10;0.115;7.58;0.123;3.91;0.47;Aumentar Masa Muscular;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final +3 Kg Masa Muscular;;
147;28/03/2023;275;16;72.9;176.2;93.6;40.3;29.5;19.6;26.7;6.8;9.7;56.3;29.5;31.8;26.4;96.9;74.6;97.6;57.3;56.8;37.3;5.8;8.6;7.8;7.6;10.2;5.8;;;45.8;;3.92;0.054;14.94;0.207;37.01;0.513;8.30;0.115;8.02;0.111;4.62;0.40;;;;;
148;19/05/2023;275;16;72.5;176.2;93.6;40.3;29.5;19.6;26.7;6.8;9.7;56.3;29.6;31.7;26.7;97.6;74.3;96.9;56.8;56.3;37.4;6.2;8.2;8;7.4;9.8;5;;;44.6;;3.92;0.054;14.73;0.203;37.47;0.518;8.26;0.114;8.02;0.111;4.67;0.39;;;;;
149;9/06/2023;275;16;73.8;176.2;93.6;40.3;29.5;19.6;26.7;6.8;9.7;56.3;29.4;31.9;27.1;98.4;73.8;95.4;57.7;56.4;37.1;6;8;6.8;7.4;9.4;5;;;42.6;;3.92;0.054;14.37;0.198;38.25;0.526;8.16;0.112;8.02;0.110;4.77;0.38;;;;;
150;18/07/2023;275;16;72.9;176.2;93.6;40.3;29.5;19.6;26.7;6.8;9.7;56.3;29.7;31.7;27;97.6;74;96.7;56.9;56.6;37.2;6;8;7;7.6;9.2;4.8;;;42.6;;3.92;0.054;14.37;0.199;37.75;0.523;8.19;0.113;8.02;0.111;4.71;0.38;;;;;
151;23/08/2023;275;16;72.4;176.2;93.6;40.3;29.5;19.6;26.7;6.8;9.7;56.3;29.3;32.3;26.8;96.9;73.6;97;57.2;57;37.2;6;8;7.2;7;9;5;;;42.2;;3.92;0.055;14.29;0.199;37.33;0.521;8.15;0.114;8.02;0.112;4.65;0.38;;;;;
152;27/09/2023;275;16;73.2;176.2;93.6;40.3;29.5;19.6;26.7;6.8;9.7;56.3;29.5;31.9;26.9;97.1;74;97.3;57.4;56.8;37.4;5.6;7.8;8;8.6;9.2;5.2;;;44.4;;3.92;0.054;14.69;0.203;37.74;0.521;8.13;0.112;8.02;0.111;4.71;0.39;;;;;
153;18/10/2023;275;16;73.5;176.2;93.6;40.3;29.5;19.6;26.7;6.8;9.7;56.3;29.4;32.4;26.9;97.6;74.6;96.8;57.4;57;37.4;6;7.8;9;7;9;6;;;44.8;;3.92;0.054;14.76;0.203;37.77;0.519;8.34;0.115;8.02;0.110;4.71;0.39;Disminuir Masa Adiposa;1000;Se debe disminuir el porcentaje de t. adiposo. Obj final -2 Kg t. adiposo;;
154;28/07/2023;311;18;71.2;179;92.6;40.7;28.7;22.4;26.4;7.4;9.8;56.1;32.7;36.4;27.4;97.8;75.8;93.6;57.4;55.3;34.7;7.4;6.6;7.4;7.6;6.2;4.6;;;39.8;;3.92;0.053;14.42;0.193;39.06;0.524;8.87;0.119;8.31;0.112;4.70;0.37;;;;;
155;31/08/2023;311;18;69.8;179;92.6;40.7;28.7;22.4;26.4;7.4;9.8;56.1;31.9;35.4;26.8;96.9;75.1;92.7;55.9;54.4;34.8;6.8;6.6;5.8;7;6;4.2;;;36.4;;3.92;0.054;13.78;0.190;37.61;0.520;8.78;0.121;8.31;0.115;4.53;0.37;;;;;
156;5/10/2023;311;18;70.7;179;92.6;40.7;28.7;22.4;26.4;7.4;9.8;56.1;31.2;35.3;27.4;96.7;76.7;93.1;56.2;54.2;34.8;7.2;7;6.4;7.2;5.8;4.6;;;38.2;;3.92;0.054;14.12;0.194;37.48;0.514;9.06;0.124;8.31;0.114;4.51;0.38;;;;;
157;18/10/2023;311;18;71.4;179;92.6;40.7;28.7;22.4;26.4;7.4;9.8;56.1;31.9;35.2;26.8;97.6;76.9;93.2;56.3;54.4;34.7;6.8;6.8;7;7.2;5.8;4.4;;;38;;3.92;0.053;14.08;0.192;38.02;0.518;9.10;0.124;8.31;0.113;4.58;0.37;Disminuir Masa Adiposa;1000;El jugador mantiene una adecuada composición. Debe mejorar su masa muscular. Obj +1 Kg;;
158;1/01/2023;25;17;70.6;174.0;;;;;;;;;;;;;;;;;;;;;;;;;;68.5;94.5;;;18.66;0.264;32.00;0.453;;;;;4.06;0.58;Disminuir Masa Adiposa;;;;
159;1/01/2023;27;18;87.3;187.5;;;;;;;;;;;;;;;;;;;;;;;;;;66.0;90.0;;;21.34;0.245;40.63;0.466;;;;;3.68;0.53;Disminuir Masa Adiposa;;;;
160;1/01/2023;7;17;83.3;178.8;;;;;;;;;;;;;;;;;;;;;;;;;;64.5;85.5;;;19.29;0.232;39.74;0.477;;;;;3.90;0.49;Disminuir Masa Adiposa;;;;
161;1/01/2023;23;1;75.5;180.6;;;;;;;;;;;;;;;;;;;;;;;;;;57.3;75.0;;;18.83;0.250;36.61;0.485;;;;;4.51;0.51;Disminuir Masa Adiposa;;;;
162;1/01/2023;19;16;62.3;174.0;;;;;;;;;;;;;;;;;;;;;;;;;;55.5;72.5;;;16.22;0.261;27.98;0.450;;;;;3.77;0.58;Disminuir Masa Adiposa;;;;
163;1/01/2023;24;18;73.1;179.5;;;;;;;;;;;;;;;;;;;;;;;;;;54.8;71.6;;;17.49;0.240;35.19;0.482;;;;;4.80;0.50;Disminuir Masa Adiposa;;;;
164;1/01/2023;12;18;74.7;182.8;;;;;;;;;;;;;;;;;;;;;;;;;;52.5;66.0;;;18.02;0.241;35.79;0.479;;;;;3.81;0.50;Disminuir Masa Adiposa;;;;
165;1/01/2023;17;16;65.5;169.9;;;;;;;;;;;;;;;;;;;;;;;;;;52.0;68.5;;;14.91;0.228;32.09;0.490;;;;;4.50;0.46;Disminuir Masa Adiposa;;;;
166;1/01/2023;16;16;60.2;161.8;;;;;;;;;;;;;;;;;;;;;;;;;;52.0;68.0;;;12.89;0.214;29.88;0.496;;;;;4.08;0.43;Disminuir Masa Adiposa;;;;
167;1/01/2023;8;18;64.6;171.9;;;;;;;;;;;;;;;;;;;;;;;;;;51.0;66.0;;;15.11;0.234;30.51;0.473;;;;;3.71;0.50;Disminuir Masa Adiposa;;;;
168;1/01/2023;14;16;63.8;169.0;;;;;;;;;;;;;;;;;;;;;;;;;;42.5;54.0;;;12.97;0.203;30.82;0.484;;;;;3.75;0.42;Aumentar Masa Muscular;;;;
169;1/01/2023;1;18;65.7;176.5;;;;;;;;;;;;;;;;;;;;;;;;;;32.5;40.5;;;13.77;0.210;31.02;0.472;;;;;3.61;0.44;Aumentar Masa Muscular;;;;
170;1/01/2023;20;17;84.6;180.6;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;66.0;;;16.19;0.191;45.42;0.537;;;;;5.09;0.36;Mantener Composición Corporal;;;;
171;1/01/2023;22;16;62.1;174.0;;;;;;;;;;;;;;;;;;;;;;;;;;48.5;60.5;;;15.19;0.245;29.44;0.474;;;;;4.36;0.52;Mantener Composición Corporal;;;;
172;1/01/2023;4;17;66.6;169.8;;;;;;;;;;;;;;;;;;;;;;;;;;47.5;63.5;;;14.06;0.211;33.00;0.496;;;;;4.11;0.43;Mantener Composición Corporal;;;;
173;1/01/2023;18;18;63.6;169.9;;;;;;;;;;;;;;;;;;;;;;;;;;44.5;58.0;;;13.20;0.208;32.29;0.508;;;;;4.28;0.41;Mantener Composición Corporal;;;;
174;1/01/2023;11;18;66.5;169.1;;;;;;;;;;;;;;;;;;;;;;;;;;43.0;56.5;;;13.32;0.200;34.55;0.520;;;;;4.65;0.39;Mantener Composición Corporal;;;;
175;1/01/2023;2;17;72.6;179.8;;;;;;;;;;;;;;;;;;;;;;;;;;42.5;56.0;;;15.45;0.213;36.84;0.507;;;;;4.58;0.42;Mantener Composición Corporal;;;;
176;1/01/2023;15;18;73.5;183.7;;;;;;;;;;;;;;;;;;;;;;;;;;42.2;55.3;;;16.17;0.220;36.75;0.500;;;;;4.54;0.44;Mantener Composición Corporal;;;;
177;1/01/2023;10;17;71.8;176.0;;;;;;;;;;;;;;;;;;;;;;;;;;40.0;54.0;;;14.07;0.196;37.05;0.516;;;;;4.66;0.38;Mantener Composición Corporal;;;;
178;1/01/2023;5;16;72.4;178.7;;;;;;;;;;;;;;;;;;;;;;;;;;40.0;50.5;;;15.57;0.215;36.72;0.508;;;;;4.58;0.42;Mantener Composición Corporal;;;;
179;1/01/2023;3; ;72.9;175.5;;;;;;;;;;;;;;;;;;;;;;;;;;38.5;49.5;;;13.69;0.188;37.56;0.515;;;;;4.18;0.36;Mantener Composición Corporal;;;;
180;1/03/2023;8;18;65.7;172.0;;;;;;;;;;;;;;;;;;;;;;;;;;68.0;92.0;;;16.86;0.257;30.32;0.462;;;;;3.99;0.56;Disminuir Masa Adiposa;;;;
181;1/03/2023;27;18;87.9;187.5;;;;;;;;;;;;;;;;;;;;;;;;;;67.5;92.5;;;21.25;0.242;41.97;0.478;;;;;3.87;0.51;Disminuir Masa Adiposa;;;;
182;1/03/2023;25;17;68.3;174.2;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;87.0;;;17.51;0.257;31.70;0.464;;;;;4.16;0.55;Disminuir Masa Adiposa;;;;
183;1/03/2023;19;16;63.4;174.0;;;;;;;;;;;;;;;;;;;;;;;;;;64.0;85.5;;;17.09;0.270;28.57;0.451;;;;;3.99;0.60;Disminuir Masa Adiposa;;;;
184;1/03/2023;23;1;76.6;180.6;;;;;;;;;;;;;;;;;;;;;;;;;;58.0;75.5;;;18.71;0.245;37.63;0.492;;;;;4.69;0.50;Disminuir Masa Adiposa;;;;
185;1/03/2023;16;16;61.8;162.3;;;;;;;;;;;;;;;;;;;;;;;;;;58.0;72.5;;;13.81;0.223;30.33;0.491;;;;;4.13;0.46;Disminuir Masa Adiposa;;;;
186;1/03/2023;24;18;75.9;179.5;;;;;;;;;;;;;;;;;;;;;;;;;;57.5;77.0;;;17.54;0.231;38.00;0.501;;;;;5.22;0.46;Disminuir Masa Adiposa;;;;
187;1/03/2023;17;16;66.2;170.0;;;;;;;;;;;;;;;;;;;;;;;;;;54.0;71.0;;;14.60;0.221;33.67;0.509;;;;;4.94;0.43;Disminuir Masa Adiposa;;;;
188;1/03/2023;7;17;81.6;178.8;;;;;;;;;;;;;;;;;;;;;;;;;;54.0;73.0;;;17.46;0.214;39.52;0.485;;;;;3.84;0.44;Disminuir Masa Adiposa;;;;
189;1/03/2023;12;18;77.5;182.8;;;;;;;;;;;;;;;;;;;;;;;;;;52.0;71.0;;;17.59;0.227;38.39;0.496;;;;;4.25;0.46;Disminuir Masa Adiposa;;;;
190;1/03/2023;20;17;86.1;180.6;;;;;;;;;;;;;;;;;;;;;;;;;;49.5;64.5;;;16.11;0.187;46.82;0.544;;;;;5.24;0.34;Mantener Composición Corporal;;;;
191;1/03/2023;26; ;63.1;167.8;;;;;;;;;;;;;;;;;;;;;;;;;;48.0;63.0;;;13.11;0.208;31.66;0.502;;;;;4.71;0.41;Mantener Composición Corporal;;;;
192;1/03/2023;12;18;77.5;182.8;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;59.0;;;16.24;0.210;39.82;0.514;;;;;4.47;0.41;Mantener Composición Corporal;;;;
193;1/03/2023;4;17;65.5;169.8;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;58.0;;;13.20;0.202;33.57;0.513;;;;;4.35;0.39;Mantener Composición Corporal;;;;
194;1/03/2023;18;18;63.6;169.9;;;;;;;;;;;;;;;;;;;;;;;;;;44.5;58.0;;;13.20;0.208;32.29;0.508;;;;;4.28;0.41;Mantener Composición Corporal;;;;
195;1/03/2023;21;18;78.4;184.5;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;54.0;;;16.59;0.212;39.32;0.502;;;;;4.50;0.42;Mantener Composición Corporal;;;;
196;1/03/2023;14;16;63.8;169.0;;;;;;;;;;;;;;;;;;;;;;;;;;42.5;54.0;;;12.97;0.203;30.82;0.484;;;;;3.75;0.42;Aumentar Masa Muscular;;;;
197;1/03/2023;15;18;73.7;184.5;;;;;;;;;;;;;;;;;;;;;;;;;;40.5;54.5;;;15.63;0.212;37.71;0.512;;;;;4.79;0.41;Mantener Composición Corporal;;;;
198;1/03/2023;11;18;66.6;169.1;;;;;;;;;;;;;;;;;;;;;;;;;;40.5;52.0;;;12.91;0.194;35.27;0.530;;;;;4.74;0.37;Mantener Composición Corporal;;;;
199;1/03/2023;10;17;71.8;176.0;;;;;;;;;;;;;;;;;;;;;;;;;;40.0;54.0;;;14.07;0.196;37.05;0.516;;;;;4.66;0.38;Mantener Composición Corporal;;;;
200;1/03/2023;1;18;62.8;176.5;;;;;;;;;;;;;;;;;;;;;;;;;;33.0;41.5;;;13.47;0.214;29.46;0.469;;;;;3.54;0.46;Aumentar Masa Muscular;;;;
201;1/03/2023;5;16;70.0;178.7;;;;;;;;;;;;;;;;;;;;;;;;;;31.0;39.0;;;13.70;0.196;36.20;0.517;;;;;4.54;0.38;Mantener Composición Corporal;;;;
202;1/07/2023;25;17;67.6;174.3;;;;;;;;;;;;;;;;;;;;;;;;;;75.0;95.5;;;19.12;0.283;30.27;0.448;;;;;4.00;0.63;Disminuir Masa Adiposa;;;;
203;1/07/2023;27;18;88.4;187.5;;;;;;;;;;;;;;;;;;;;;;;;;;71.5;98.0;;;22.03;0.249;41.74;0.472;;;;;3.85;0.53;Disminuir Masa Adiposa;;;;
204;1/07/2023;23;1;78.7;180.6;;;;;;;;;;;;;;;;;;;;;;;;;;69.5;87.0;;;20.41;0.259;38.25;0.486;;;;;4.90;0.53;Disminuir Masa Adiposa;;;;
205;1/07/2023;24;18;75.6;179.5;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;89.0;;;19.00;0.251;36.61;0.484;;;;;5.11;0.52;Disminuir Masa Adiposa;;;;
206;1/07/2023;7;17;82.0;179.6;;;;;;;;;;;;;;;;;;;;;;;;;;60.5;82.5;;;18.02;0.220;40.45;0.494;;;;;4.13;0.45;Disminuir Masa Adiposa;;;;
207;1/07/2023;19;16;64.2;174.0;;;;;;;;;;;;;;;;;;;;;;;;;;54.5;71.5;;;16.43;0.256;29.29;0.457;;;;;3.86;0.56;Disminuir Masa Adiposa;;;;
208;1/07/2023;20;17;86.5;180.6;;;;;;;;;;;;;;;;;;;;;;;;;;54.0;71.0;;;16.55;0.192;46.99;0.544;;;;;5.38;0.35;Disminuir Masa Adiposa;;;;
209;1/07/2023;10;17;73.8;176.3;;;;;;;;;;;;;;;;;;;;;;;;;;53.5;71.0;;;16.31;0.221;37.07;0.502;;;;;4.73;0.44;Disminuir Masa Adiposa;;;;
210;1/07/2023;21;18;77.7;184.5;;;;;;;;;;;;;;;;;;;;;;;;;;53.0;63.0;;;17.91;0.231;37.43;0.482;;;;;4.40;0.48;Disminuir Masa Adiposa;;;;
211;1/07/2023;16;16;60.4;162.3;;;;;;;;;;;;;;;;;;;;;;;;;;52.0;69.0;;;13.15;0.218;29.39;0.487;;;;;3.93;0.45;Disminuir Masa Adiposa;;;;
212;1/07/2023;17;16;67.1;170.0;;;;;;;;;;;;;;;;;;;;;;;;;;51.5;68.5;;;14.73;0.220;33.64;0.501;;;;;4.76;0.44;Disminuir Masa Adiposa;;;;
213;1/07/2023;14;16;65.0;168.5;;;;;;;;;;;;;;;;;;;;;;;;;;48.0;63.0;;;13.57;0.209;31.18;0.480;;;;;3.80;0.44;Aumentar Masa Muscular;;;;
214;1/07/2023;1;18;62.8;176.5;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;32.5;;;12.02;0.192;30.87;0.492;;;;;3.74;0.39;Aumentar Masa Muscular;;;;
215;1/07/2023;3; ;73.8;176.4;;;;;;;;;;;;;;;;;;;;;;;;;;47.5;60.0;;;15.37;0.208;36.79;0.499;;;;;4.28;0.42;Mantener Composición Corporal;;;;
216;1/07/2023;4;17;67.7;169.8;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;59.0;;;13.49;0.199;35.36;0.522;;;;;4.54;0.38;Mantener Composición Corporal;;;;
217;1/07/2023;12;18;77.9;183.0;;;;;;;;;;;;;;;;;;;;;;;;;;45.5;57.0;;;16.54;0.212;39.15;0.503;;;;;4.18;0.42;Mantener Composición Corporal;;;;
218;1/07/2023;18;18;64.9;170.3;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;60.5;;;13.21;0.204;33.31;0.513;;;;;4.59;0.40;Mantener Composición Corporal;;;;
219;1/07/2023;2;17;72.5;179.8;;;;;;;;;;;;;;;;;;;;;;;;;;43.5;57.5;;;15.58;0.215;36.38;0.502;;;;;4.54;0.43;Mantener Composición Corporal;;;;
220;1/07/2023;15;18;73.4;183.7;;;;;;;;;;;;;;;;;;;;;;;;;;43.5;59.0;;;16.18;0.220;36.61;0.499;;;;;4.59;0.44;Mantener Composición Corporal;;;;
221;1/07/2023;22;16;62.0;174.4;;;;;;;;;;;;;;;;;;;;;;;;;;42.5;55.5;;;13.94;0.225;30.42;0.491;;;;;4.62;0.46;Mantener Composición Corporal;;;;
222;1/07/2023;11;18;67.4;169.1;;;;;;;;;;;;;;;;;;;;;;;;;;38.0;52.0;;;12.72;0.189;35.34;0.525;;;;;4.67;0.36;Mantener Composición Corporal;;;;
223;1/07/2023;5;16;71.4;178.7;;;;;;;;;;;;;;;;;;;;;;;;;;36.0;46.0;;;14.73;0.207;36.03;0.505;;;;;4.50;0.41;Mantener Composición Corporal;;;;
224;24/03/2023;30;17;84;185.4;98;44.9;32.2;19.7;29.4;7.6;10.1;57.4;31.6;34.8;29.9;102.2;80.8;100.8;57.3;56.4;38.8;5.4;6.4;7.4;9.4;6.4;6;;;41.0;;4.30;0.051;15.97;0.188;44.02;0.518;10.10;0.119;10.63;0.125;4.14;0.36;Disminuir Masa Adiposa;1000;El jugador mantene una adecuada composición, sin embargo puede mejorar. Obj: -'2 Kg tejido adiposo;;
225;28/06/2023;21;18;78.2;184.5;98.4;38;30.8;20.3;30.3;7;10.3;55.8;30.3;32.6;27;97.5;79.5;97;59.4;58.5;37;9;8;7;9;12;8;;;53.0;;4.13;0.053;18.15;0.231;38.12;0.485;9.69;0.123;8.44;0.108;4.52;0.48;;;;;
226;10/07/2023;21;18;78.2;184.5;98.4;38;30.8;20.3;30.3;7;10.3;55.8;29.4;33.7;27.4;98.4;79.6;97.7;59.4;58.3;37;9.4;9.2;9;12.2;11.2;6.8;;;57.8;;4.13;0.052;19.10;0.240;38.36;0.482;9.50;0.120;8.44;0.106;4.55;0.50;;;;;
227;20/10/2023;21;18;77;184.5;98.4;38;30.8;20.3;30.3;7;10.3;55.8;29.3;33.6;27.2;100.3;75.5;95.6;58.9;57.4;37;8.6;8.2;7.8;9.8;11.2;5.8;;;51.4;;4.13;0.053;17.84;0.227;39.27;0.500;8.80;0.112;8.44;0.108;4.65;0.45;Aumentar Masa Muscular;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final -2 Kg t. adiposo + 2 Kg m.muscular;;
228;8/11/2023;315;18;82.4;182.7;94.9;43.3;32.8;20.3;29.8;7.1;10.2;55.6;33.9;37.4;27.8;106.4;83.4;97.6;59.8;59.6;39.2;3.8;5.8;4;4.6;4.2;3;;;25.4;25.4;4.06;0.049;11.91;0.145;46.33;0.562;10.59;0.128;9.51;0.115;4.87;0.26;Mantener Composición Corporal;0;;;
229;8/11/2023;310;1;76.4;181;96.2;41.4;29.6;21.9;30.2;7.3;10.3;56.5;31.1;34.8;27.9;99.1;77.4;97.4;58.3;58.5;38.8;5.4;5.2;4.6;4.2;7.2;2.6;;;29.2;29.2;3.96;0.052;12.48;0.163;41.06;0.537;9.35;0.122;9.54;0.125;4.30;0.30;Mantener Composición Corporal;0;;;
230;8/11/2023;274;1;80.7;188.6;101.2;43;31.4;18.2;30.7;6.85;9.85;56.5;32.8;35.4;27;100.6;81.7;100.7;58.4;58;35.9;8;8;7;8.2;6;4.8;;;42.0;42.0;4.21;0.052;16.59;0.206;40.67;0.504;9.78;0.121;9.45;0.117;4.30;0.41;Mantener Composición Corporal;0;Mantener hasta lograr recuperación optima. ;;
231;28/03/2023;274;1;78.9;188;101.2;43;31.4;18.2;30.7;6.85;9.85;56.5;31.8;34.6;26.7;98.1;80.3;100.1;58.6;57.6;35.8;7.8;8;5.8;7.2;7.8;5;;;41.6;;4.28;0.054;16.66;0.209;39.32;0.494;9.71;0.122;9.64;0.121;4.08;0.42;;;;;
232;03/05/2023;274;1;79.4;188;101.2;43;31.4;18.2;30.7;6.85;9.85;56.5;32.7;35.3;26.8;99.8;79.4;100.1;59.4;59.2;35.5;7;7.8;5.8;7;6.8;5;;;39.4;;4.28;0.053;16.21;0.201;41.15;0.509;9.52;0.118;9.64;0.119;4.27;0.39;;;;;
233;09/06/2023;274;1;81.7;188;101.2;43;31.4;18.2;30.7;6.85;9.85;56.5;32.9;36.3;27.4;99.8;82;101;59.6;59;36.2;7.4;8;6;6.4;7;3.8;;;38.6;;4.28;0.052;16.04;0.195;42.03;0.512;10.14;0.124;9.64;0.117;4.36;0.38;;;;;
234;14/07/2023;274;1;81.3;188;101.2;43;31.4;18.2;30.7;6.85;9.85;56.5;32.8;35.8;26.8;99.6;81.3;101.1;59.6;59;35.8;7.8;8.2;6.4;7.8;6.8;5;;;42.0;;4.28;0.052;16.74;0.205;41.17;0.504;9.89;0.121;9.64;0.118;4.27;0.41;;;;;
235;23/08/2023;274;1;81.7;188.6;101.2;43;31.4;18.2;30.7;6.85;9.85;56.5;33.2;36.2;27.2;99.6;82.3;101.3;59.2;58.5;36.2;8;7.6;6.4;7.8;4.8;4.6;;;39.2;;4.28;0.052;16.30;0.198;41.99;0.510;10.11;0.123;9.62;0.117;4.37;0.39;;;;;
236;28/09/2023;274;1;81.4;188.6;101.2;43;31.4;18.2;30.7;6.85;9.85;56.5;33.8;35.8;27;100.6;82.3;101.1;59.3;58.2;35.9;7.4;6.2;7;7.4;4.6;4.6;;;37.2;;4.28;0.052;15.88;0.192;42.91;0.518;10.14;0.122;9.62;0.116;4.46;0.37;;;;;
237;19/10/2023;274;1;80.5;188.6;101.2;43;31.4;18.2;30.7;6.85;9.85;56.5;32.8;35.8;27;101;81.8;101.1;58.8;57.7;36.2;8;7.6;6.4;7.2;6.6;5.2;;;41.0;;4.28;0.052;16.67;0.202;41.82;0.507;10.04;0.122;9.62;0.117;4.35;0.40;Mantener Composición Corporal;0;Mantener la masa muscular hasta que retome su entrenamiento;;
238;24/03/2023;325;17;77;174;91.3;38.9;29.2;20.2;27.1;7.6;10;57.4;30.6;32.6;26.7;94.9;82.3;100.8;58.6;58.4;36.6;6.6;10.8;10.2;17.4;8;4.2;;;57.2;;3.97;0.053;16.50;0.220;36.97;0.492;9.13;0.122;8.56;0.114;4.32;0.45;;;;;
239;09/06/2023;325;17;77.3;174;91.3;38.9;29.2;20.2;27.1;7.6;10;57.4;30.9;32.9;26.8;94;82.7;100.8;58.6;54.2;36.6;6;12.4;10.4;19.6;9.4;4;;;61.8;;3.97;0.053;17.30;0.230;36.48;0.484;9.08;0.120;8.56;0.114;4.26;0.47;Disminuir Masa Adiposa;1500;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final -2 Kg t. adiposo.;;
240;9/11/2023;305;16;70.8;172;93.9;40.1;28.7;20.2;27.5;6.7;9.7;55.3;28.6;31.7;26;99.4;77.1;97.3;56.6;54.7;37.3;7.8;7.2;8.8;8.8;11.8;5.2;;;49.6;49.6;3.72;0.053;14.48;0.205;36.06;0.509;8.52;0.120;8.01;0.113;4.50;0.40;Aumentar Masa Muscular;500;Recuperar masa muscular.;;
241;9/11/2023;317;18;79.3;181.1;95.2;44.3;33;19.8;30.6;7.3;10.5;56.8;30.2;34.1;27.6;100.1;80.6;99.9;60.6;58.9;37;7.6;7.2;8.8;13.8;6.2;5.4;;;49;49.0;3.95;0.050;15.88;0.200;39.63;0.500;9.43;0.119;10.41;0.131;3.81;0.40;Aumentar Masa Muscular;1000;;;
242;9/11/2023;277;16;66.6;168.7;93.2;39.4;27.3;18.3;26.7;7;9.8;55.4;28.5;31.4;26.4;90.6;72.9;96;57;56.6;36.2;6.2;5.8;5.4;6.2;7;4.8;;;35.4;35.4;3.75;0.056;12.07;0.181;34.85;0.523;7.62;0.114;8.31;0.125;4.19;0.35;Aumentar Masa Muscular;1000;;;
243;9/11/2023;301;18;88.8;189.5;97;43.5;31;23.4;30.2;6.8;10.2;56.6;33.4;36.4;27.1;109.9;85.6;101.1;59.6;58.9;36.6;9;6;6.6;9;6;4;;;40.6;40.6;4.41;0.050;16.54;0.186;46.80;0.527;11.41;0.128;9.64;0.109;4.86;0.35;Disminuir Masa Adiposa;500;;;
244;10/11/2023;307;17;74.9;178.8;94.8;43.5;30.5;19.2;29.8;6.9;10.4;56;27.5;31.2;26.7;94.6;78.4;98.2;56.9;55.4;35.8;5.6;6.8;6.8;9.4;4.6;4.2;;;37.4;37.4;4.10;0.055;14.31;0.191;36.82;0.492;9.31;0.124;10.36;0.138;3.56;0.39;;;;;
245;10/11/2023;316;16;74.2;177.2;92.2;39.3;28.4;20.7;26.8;7.2;10;56.5;30.8;34.4;26.2;94.9;76;97;58;57;36.8;6;8.2;10;15.6;6.6;5;;;51.4;51.4;3.98;0.054;16.28;0.219;37.63;0.507;8.11;0.109;8.21;0.111;4.58;0.43;;;;;
